SalesID,MemberID,SalesAmt,PointReward,SalesFirm,SalesDate,Sales_F,Sales_G,Sales_P
255967748,11290426705,31.00,31,Petrol,01-01-15 09:12,0,1,0
255974781,11282704705,19.05,19,Petrol,01-01-15 19:00,0,1,0
255976081,11288108305,66.81,66,Petrol,01-01-15 18:24,0,1,0
255977979,11300099605,21.33,21,Petrol,01-01-15 18:24,0,1,0
255980254,11300275105,23.00,23,Petrol,01-01-15 17:45,0,1,0
255992305,10131753655,34.24,34,Petrol,01-01-15 13:48,0,1,0
256007333,11304352105,35.08,35,Petrol,01-01-15 19:46,0,1,0
256011064,11286350905,19.36,19,Petrol,01-01-15 17:07,0,1,0
256014522,11546981005,28.57,28,Petrol,01-01-15 20:06,0,1,0
256014678,10008415255,23.02,23,Petrol,01-01-15 20:44,0,1,0
256034893,11764232605,23.00,23,Petrol,01-01-15 18:05,0,1,0
256035686,11764192405,7.00,7,Petrol,01-01-15 21:44,0,1,0
256048595,11755221355,31.42,31,Petrol,01-01-15 10:40,0,1,0
256049297,11298441505,53.33,53,Petrol,01-01-15 14:13,0,1,0
256064156,11288249005,23.00,23,Petrol,01-01-15 15:39,0,1,0
256065677,11253736705,8.00,8,Petrol,01-01-15 19:07,0,1,0
256077962,11768765305,4.76,4,Petrol,01-01-15 08:24,0,1,0
256088245,11286420355,27.42,27,Petrol,01-01-15 17:08,0,1,0
256095317,11805003205,14.00,14,Petrol,01-01-15 20:44,0,1,0
256096929,11284665955,19.04,19,Petrol,01-01-15 21:25,0,1,0
256097059,11269374055,23.00,23,Petrol,01-01-15 15:10,0,1,0
256097488,11254801855,1.42,1,Petrol,01-01-15 11:30,0,1,0
256109903,10172617555,32.88,32,Petrol,01-01-15 11:29,0,1,0
256114999,11256221005,14.29,14,Petrol,01-01-15 14:25,0,1,0
256122877,11289749455,23.00,23,Petrol,01-01-15 16:27,0,1,0
256123553,11300262955,14.28,14,Petrol,01-01-15 20:35,0,1,0
256125425,11765688055,14.00,14,Petrol,01-01-15 22:30,0,1,0
256125737,11295646555,22.19,22,Petrol,01-01-15 20:33,0,1,0
256126712,11267356705,9.52,9,Petrol,01-01-15 11:19,0,1,0
256129767,11295293455,19.00,19,Petrol,01-01-15 21:21,0,1,0
256131301,11267684605,18.18,18,Petrol,01-01-15 20:19,0,1,0
256133810,11289260005,32.85,32,Petrol,01-01-15 20:42,0,1,0
256134980,11268338305,23.81,23,Petrol,01-01-15 18:36,0,1,0
256160902,11254645255,23.81,23,Petrol,01-01-15 16:10,0,1,0
256161890,11268896155,36.38,36,Petrol,01-01-15 06:54,0,1,0
256162371,11767562605,9.52,9,Petrol,01-01-15 09:52,0,1,0
256172446,10134721255,9.52,9,Petrol,01-01-15 20:53,0,1,0
256181377,10054953505,23.81,23,Petrol,01-01-15 20:28,0,1,0
256183275,11288312605,24.73,24,Petrol,01-01-15 09:58,0,1,0
256183717,11288312605,44.86,44,Petrol,01-01-15 15:21,0,1,0
256183730,11971131355,50.53,50,Petrol,01-01-15 15:23,0,1,0
256185394,11256340255,28.57,28,Petrol,01-01-15 22:10,0,1,0
256201670,10167429505,35.81,35,Petrol,01-01-15 19:33,0,1,0
256203425,11306515255,31.28,31,Petrol,01-01-15 22:38,0,1,0
256212200,11261736505,35.72,35,Petrol,01-01-15 14:09,0,1,0
256213747,11308443955,2.38,2,Petrol,01-01-15 19:21,0,1,0
256213812,10178895505,61.09,61,Petrol,01-01-15 23:52,0,1,0
256226890,10117469605,5.90,5,FastFood,01-01-15 11:47,1,0,0
256250589,11261892955,23.81,23,Petrol,01-01-15 10:55,0,1,0
256253553,11767951855,41.76,41,Petrol,01-01-15 10:34,0,1,0
256255724,11759626555,26.86,26,Petrol,01-01-15 09:00,0,1,0
256263940,11286420355,21.43,21,Petrol,01-01-15 20:25,0,1,0
256264889,11293405855,40.00,40,Petrol,02-01-15 07:00,0,1,0
256267619,11753944255,31.26,31,Petrol,02-01-15 05:34,0,1,0
256276836,11712788155,33.71,33,Petrol,02-01-15 01:33,0,1,0
256281243,11295669805,50.00,50,Petrol,02-01-15 07:32,0,1,0
256283687,11250321355,38.09,38,Petrol,01-01-15 16:57,0,1,0
256293177,11277927355,14.75,14,Petrol,01-01-15 10:14,0,1,0
256324923,11288404555,29.26,29,Petrol,02-01-15 08:01,0,1,0
256343227,11260877455,50.00,50,Petrol,02-01-15 09:25,0,1,0
256344969,11309657005,10.95,10,Petrol,02-01-15 09:37,0,1,0
256361973,11758876555,9.52,9,Petrol,01-01-15 16:54,0,1,0
256374674,11255182555,5.00,5,Petrol,02-01-15 11:42,0,1,0
256376975,10000392805,9.00,9,Petrol,01-01-15 23:43,0,1,0
256379146,11265943705,6.60,6,Petrol,01-01-15 06:49,0,1,0
256385295,11769859255,9.52,9,Petrol,01-01-15 21:59,0,1,0
256387011,11296776205,23.80,23,Petrol,02-01-15 11:54,0,1,0
256394811,10173271405,4.76,4,Petrol,01-01-15 22:27,0,1,0
256405991,11282767105,26.00,26,Petrol,02-01-15 12:58,0,1,0
256409267,11743789105,18.59,18,Petrol,02-01-15 12:45,0,1,0
256410463,11255956405,14.29,14,Petrol,02-01-15 08:13,0,1,0
256412985,11299940005,19.00,19,Petrol,02-01-15 08:24,0,1,0
256417860,11265103855,14.28,14,Petrol,02-01-15 11:09,0,1,0
256422007,11253048955,52.39,52,Petrol,02-01-15 07:58,0,1,0
256424750,11261632555,19.04,19,Petrol,02-01-15 07:33,0,1,0
256428897,10008153055,9.52,9,Petrol,02-01-15 13:56,0,1,0
256432043,11768459905,36.03,36,Petrol,02-01-15 07:24,0,1,0
256447552,11289307555,9.00,9,Petrol,02-01-15 09:51,0,1,0
256455846,11253441055,14.00,14,Petrol,01-01-15 20:07,0,1,0
256460357,11262701455,19.00,19,Petrol,02-01-15 08:26,0,1,0
256463048,11299664605,23.81,23,Petrol,02-01-15 14:18,0,1,0
256469548,11270385655,30.47,30,Petrol,02-01-15 07:33,0,1,0
256486110,11755996855,47.61,47,Petrol,02-01-15 14:18,0,1,0
256505311,11765000155,42.86,42,Petrol,02-01-15 09:05,0,1,0
256512838,11251119805,2.38,2,Petrol,02-01-15 12:41,0,1,0
256736854,11254835455,11.00,11,Petrol,02-01-15 13:02,0,1,0
256741638,11758895305,9.52,9,Petrol,02-01-15 15:46,0,1,0
256761164,11752037605,4.76,4,Petrol,02-01-15 14:29,0,1,0
256766195,11755510705,31.01,31,Petrol,02-01-15 11:21,0,1,0
256766832,11254835455,30.00,30,Petrol,02-01-15 06:21,0,1,0
256766975,11258672455,50.00,50,Petrol,02-01-15 06:25,0,1,0
256767742,11275270255,28.57,28,Petrol,01-01-15 22:53,0,1,0
256768197,10106992855,24.76,24,Petrol,02-01-15 13:05,0,1,0
256769562,11270795455,2.38,2,Petrol,02-01-15 14:22,0,1,0
256769796,11270791555,4.76,4,Petrol,02-01-15 18:07,0,1,0
256780027,11250732655,20.00,20,Petrol,02-01-15 06:52,0,1,0
256783953,11753580055,9.52,9,Petrol,02-01-15 07:52,0,1,0
256796797,11552564605,11.90,11,Petrol,01-01-15 16:49,0,1,0
256799527,11552564605,26.20,26,Petrol,02-01-15 15:17,0,1,0
256804441,11265469555,7.00,7,Petrol,02-01-15 07:54,0,1,0
256809147,11755721755,35.66,35,Petrol,02-01-15 19:37,0,1,0
256809342,11763854155,7.00,7,Petrol,02-01-15 07:57,0,1,0
256819352,11269681705,23.81,23,Petrol,02-01-15 17:56,0,1,0
256819651,11302796455,9.52,9,Petrol,02-01-15 19:32,0,1,0
256819794,11754332005,2.38,2,Petrol,02-01-15 19:48,0,1,0
256826671,11766596305,43.63,43,Petrol,02-01-15 11:59,0,1,0
256852060,11758597855,23.81,23,Petrol,02-01-15 07:39,0,1,0
256858638,11757152755,23.81,23,Petrol,02-01-15 19:42,0,1,0
256858833,11258682355,14.29,14,Petrol,02-01-15 21:02,0,1,0
256861251,11261632555,27.14,27,Petrol,02-01-15 18:34,0,1,0
256867829,11268972955,23.00,23,Petrol,02-01-15 12:30,0,1,0
256869532,11253727855,19.00,19,Petrol,02-01-15 17:06,0,1,0
256870377,11284837705,36.00,36,Petrol,02-01-15 19:12,0,1,0
256871833,11772272305,14.28,14,Petrol,02-01-15 21:38,0,1,0
256885288,11768765305,2.85,2,Petrol,02-01-15 07:17,0,1,0
256892932,11300016055,29.07,29,Petrol,02-01-15 21:49,0,1,0
256897846,11766707155,30.00,30,Petrol,02-01-15 21:30,0,1,0
256905139,11264904055,23.81,23,Petrol,01-01-15 17:58,0,1,0
256906985,11293481905,1.90,1,Petrol,02-01-15 16:09,0,1,0
256908506,10119258505,30.79,30,Petrol,02-01-15 20:17,0,1,0
256910755,11296342405,33.33,33,Petrol,02-01-15 16:33,0,1,0
256912510,11282704705,9.52,9,Petrol,02-01-15 17:12,0,1,0
256913836,11753549005,4.00,4,Petrol,02-01-15 18:34,0,1,0
256920440,10193298655,38.57,38,Petrol,02-01-15 19:28,0,1,0
256924808,11805003205,23.00,23,Petrol,02-01-15 21:02,0,1,0
256933232,10011263155,23.81,23,Petrol,02-01-15 19:54,0,1,0
256933999,10176477805,23.00,23,Petrol,02-01-15 14:03,0,1,0
256939524,11305205305,23.81,23,Petrol,02-01-15 20:42,0,1,0
256940837,11758587205,19.04,19,Petrol,02-01-15 09:50,0,1,0
256952186,11804546755,7.14,7,Petrol,02-01-15 14:56,0,1,0
256954890,11272424005,42.85,42,Petrol,02-01-15 22:03,0,1,0
256972180,11290371205,31.62,31,Petrol,02-01-15 21:58,0,1,0
256975105,11971131355,50.10,50,Petrol,02-01-15 06:41,0,1,0
256990562,11771064505,14.28,14,Petrol,02-01-15 16:56,0,1,0
256997725,11271431605,23.85,23,Petrol,02-01-15 18:39,0,1,0
257001014,11267717305,14.28,14,Petrol,02-01-15 17:59,0,1,0
257011999,11752037605,9.52,9,Petrol,02-01-15 20:11,0,1,0
257017446,11251180405,23.81,23,Petrol,02-01-15 19:12,0,1,0
257023712,11771546455,9.52,9,Petrol,02-01-15 14:04,0,1,0
257027443,11293137655,4.76,4,Petrol,02-01-15 17:05,0,1,0
257027625,11269754005,23.81,23,Petrol,02-01-15 18:13,0,1,0
257031226,11766170455,33.33,33,Petrol,02-01-15 08:40,0,1,0
257033540,10119894505,23.81,23,Petrol,02-01-15 22:12,0,1,0
257035425,11753944255,31.22,31,Petrol,03-01-15 05:36,0,1,0
257045786,11769800305,30.00,30,Petrol,03-01-15 07:26,0,1,0
257055679,11281123705,23.81,23,Petrol,02-01-15 14:06,0,1,0
257058929,11273385505,23.81,23,Petrol,02-01-15 11:32,0,1,0
257062582,11753580055,7.14,7,Petrol,02-01-15 18:11,0,1,0
257068471,11804371705,27.26,27,Petrol,01-01-15 13:08,0,1,0
257071981,11756516455,23.81,23,Petrol,02-01-15 18:18,0,1,0
257076076,11277713605,14.29,14,Petrol,02-01-15 19:14,0,1,0
257087828,11758185805,9.52,9,Petrol,02-01-15 14:07,0,1,0
257089947,11297035705,7.00,7,Petrol,03-01-15 08:49,0,1,0
257091026,11290127905,29.00,29,Petrol,02-01-15 16:58,0,1,0
257092885,11294457505,50.00,50,Petrol,03-01-15 09:25,0,1,0
257104130,11280827305,20.00,20,Petrol,03-01-15 10:23,0,1,0
257120198,11538622255,29.86,29,Petrol,02-01-15 08:35,0,1,0
257121771,11756837005,2.38,2,Petrol,03-01-15 09:42,0,1,0
257123929,11281154755,14.29,14,Petrol,03-01-15 08:50,0,1,0
257126347,11767609405,31.00,31,Petrol,02-01-15 18:29,0,1,0
257128869,11262095905,35.64,35,Petrol,03-01-15 07:16,0,1,0
257154193,11299664605,28.57,28,Petrol,03-01-15 13:16,0,1,0
257182494,11759922655,30.00,30,Petrol,01-01-15 03:11,0,1,0
257186550,10153649755,6.90,6,FastFood,03-01-15 13:51,1,0,0
257191100,11260119655,19.04,19,Petrol,01-01-15 21:00,0,1,0
257193336,11256894355,29.09,29,Petrol,03-01-15 09:03,0,1,0
257198419,11255182555,4.30,4,Petrol,03-01-15 02:14,0,1,0
257203411,11764232605,47.00,47,Petrol,03-01-15 08:46,0,1,0
257205842,10159228855,14.28,14,Petrol,03-01-15 13:54,0,1,0
257209261,10129047355,19.04,19,Petrol,03-01-15 12:13,0,1,0
257210080,11271004105,23.81,23,Petrol,03-01-15 14:37,0,1,0
257214630,11297067055,20.00,20,Petrol,03-01-15 02:45,0,1,0
257219622,11762782255,28.57,28,Petrol,03-01-15 07:45,0,1,0
257227318,11290961905,23.81,23,Petrol,03-01-15 11:28,0,1,0
257229489,11269505155,9.52,9,Petrol,03-01-15 11:46,0,1,0
257232453,11252130655,7.14,7,Petrol,03-01-15 14:56,0,1,0
257234351,11284890205,36.00,36,Petrol,03-01-15 09:29,0,1,0
257240591,11266963405,23.00,23,Petrol,03-01-15 12:05,0,1,0
257261222,11271483955,2.00,2,Petrol,03-01-15 08:46,0,1,0
257261365,11271393205,14.28,14,Petrol,03-01-15 09:28,0,1,0
257261690,11293085755,23.81,23,Petrol,03-01-15 11:44,0,1,0
257263536,11254145605,20.48,20,Petrol,03-01-15 12:49,0,1,0
257264680,11303283205,14.29,14,Petrol,03-01-15 08:25,0,1,0
257266513,11292966205,39.55,39,Petrol,03-01-15 10:18,0,1,0
257267995,11271066655,28.57,28,Petrol,03-01-15 14:09,0,1,0
257273156,11769694555,23.00,23,Petrol,03-01-15 10:37,0,1,0
257273884,11754332005,57.00,57,Petrol,03-01-15 04:19,0,1,0
257281528,11270391505,2.85,2,Petrol,03-01-15 15:58,0,1,0
257288431,11763370855,34.29,34,Petrol,03-01-15 13:58,0,1,0
257291564,11752046455,7.14,7,Petrol,03-01-15 11:57,0,1,0
257292903,11282767105,24.00,24,Petrol,03-01-15 05:37,0,1,0
257306787,11707091005,3.33,3,Petrol,03-01-15 07:31,0,1,0
257308035,11274991555,23.81,23,Petrol,03-01-15 11:46,0,1,0
257311454,11250285955,38.09,38,Petrol,03-01-15 18:19,0,1,0
257328757,11273928805,39.40,39,Petrol,03-01-15 10:15,0,1,0
257336219,11274698605,9.52,9,Petrol,03-01-15 08:35,0,1,0
257366015,10195632055,16.19,16,Petrol,03-01-15 18:18,0,1,0
257368069,11256221005,23.81,23,Petrol,03-01-15 15:29,0,1,0
257384150,11758597855,19.04,19,Petrol,03-01-15 06:56,0,1,0
257387309,11755190455,23.81,23,Petrol,03-01-15 21:05,0,1,0
257391599,11754822655,11.90,11,Petrol,03-01-15 20:01,0,1,0
257398242,11253707905,23.00,23,Petrol,03-01-15 09:56,0,1,0
257398775,11253727855,5.00,5,Petrol,03-01-15 12:00,0,1,0
257400998,11253736705,9.00,9,Petrol,03-01-15 18:14,0,1,0
257402454,11253727855,19.00,19,Petrol,03-01-15 19:48,0,1,0
257403676,11288735455,7.14,7,Petrol,03-01-15 16:15,0,1,0
257408811,11257119655,50.00,50,Petrol,03-01-15 10:26,0,1,0
257416091,11267456755,4.76,4,Petrol,03-01-15 18:03,0,1,0
257418548,11255893705,23.81,23,Petrol,03-01-15 16:15,0,1,0
257420251,11278643905,14.29,14,Petrol,03-01-15 16:51,0,1,0
257421811,11277927355,13.76,13,Petrol,03-01-15 08:33,0,1,0
257424736,11761623205,85.69,85,Petrol,01-01-15 14:00,0,1,0
257426803,11304416005,9.52,9,Petrol,03-01-15 16:11,0,1,0
257430040,11292712555,4.76,4,Petrol,02-01-15 20:08,0,1,0
257430599,11294792305,39.00,39,Petrol,02-01-15 23:28,0,1,0
257431353,11761623205,33.33,33,Petrol,03-01-15 08:58,0,1,0
257437749,11293481905,2.00,2,Petrol,03-01-15 18:02,0,1,0
257438724,11254140355,32.00,32,Petrol,03-01-15 21:24,0,1,0
257439491,11286712855,30.00,30,Petrol,03-01-15 17:19,0,1,0
257439556,11265428755,16.00,16,Petrol,03-01-15 17:44,0,1,0
257465023,11550022855,14.28,14,Petrol,03-01-15 10:08,0,1,0
257473304,11758280605,19.04,19,Petrol,03-01-15 16:07,0,1,0
257493051,11253993505,14.29,14,Petrol,03-01-15 07:17,0,1,0
257493402,11253962005,14.29,14,Petrol,03-01-15 07:46,0,1,0
257496418,11256576355,60.00,60,Petrol,03-01-15 20:36,0,1,0
257500409,11307987505,35.72,35,Petrol,03-01-15 09:29,0,1,0
257502749,10126408105,28.57,28,Petrol,03-01-15 21:22,0,1,0
257503217,11758185805,7.14,7,Petrol,03-01-15 21:03,0,1,0
257504907,11287481005,5.72,5,Petrol,03-01-15 21:12,0,1,0
257508469,11764736905,21.81,21,Petrol,03-01-15 17:06,0,1,0
257521716,11295956155,29.09,29,Petrol,03-01-15 20:15,0,1,0
257537628,11254645255,23.81,23,Petrol,03-01-15 14:11,0,1,0
257538122,11293942255,33.33,33,Petrol,03-01-15 19:52,0,1,0
257547807,11764853005,38.09,38,Petrol,03-01-15 08:35,0,1,0
257547924,11292712555,9.52,9,Petrol,03-01-15 10:21,0,1,0
257552526,11288036755,14.76,14,Petrol,03-01-15 15:31,0,1,0
257575900,11771546455,9.52,9,Petrol,03-01-15 22:34,0,1,0
257578058,11300782255,19.05,19,Petrol,02-01-15 08:56,0,1,0
257583258,11753944255,30.95,30,Petrol,04-01-15 05:36,0,1,0
257586196,11286013705,18.71,18,Petrol,03-01-15 23:07,0,1,0
257591019,11257435855,33.00,33,Petrol,03-01-15 15:36,0,1,0
257591292,11754573955,19.00,19,Petrol,03-01-15 18:19,0,1,0
257597493,11772949405,23.81,23,Petrol,04-01-15 07:21,0,1,0
257598299,11291048755,23.81,23,Petrol,03-01-15 07:22,0,1,0
257604084,11769898405,9.52,9,Petrol,03-01-15 17:52,0,1,0
257607542,11276879455,23.81,23,Petrol,03-01-15 18:48,0,1,0
257620035,10113516805,41.00,41,Petrol,03-01-15 18:49,0,1,0
257627926,11762766805,50.00,50,Petrol,04-01-15 09:19,0,1,0
257634517,11260877455,50.00,50,Petrol,04-01-15 09:34,0,1,0
257644007,11301403855,14.28,14,Petrol,04-01-15 08:47,0,1,0
257647998,11250866155,45.00,45,Petrol,02-01-15 15:04,0,1,0
257648921,11250866155,0.06,0,Petrol,03-01-15 15:15,0,1,0
257653991,11758546555,33.35,33,Petrol,04-01-15 10:43,0,1,0
257659529,11302796455,23.81,23,Petrol,04-01-15 09:24,0,1,0
257663858,11298211105,29.99,29,Petrol,04-01-15 11:57,0,1,0
257675974,11263394455,50.00,50,Petrol,01-01-15 12:48,0,1,0
257678054,11263959205,40.00,40,Petrol,03-01-15 07:17,0,1,0
257682942,11300275105,23.00,23,Petrol,04-01-15 08:34,0,1,0
257684970,11768049805,30.00,30,Petrol,04-01-15 01:34,0,1,0
257694226,11254711705,84.00,84,Petrol,04-01-15 02:11,0,1,0
257701246,11761623205,19.04,19,Petrol,04-01-15 09:09,0,1,0
257704691,11769227605,11.90,11,Petrol,04-01-15 12:37,0,1,0
257708279,11308023655,23.81,23,Petrol,03-01-15 23:31,0,1,0
257712361,10150705855,26.90,26,Petrol,04-01-15 10:59,0,1,0
257713232,11291825605,9.52,9,Petrol,04-01-15 09:07,0,1,0
257713323,11287481005,33.33,33,Petrol,04-01-15 09:59,0,1,0
257717743,11762972755,26.19,26,Petrol,04-01-15 12:35,0,1,0
257726830,11755487605,23.81,23,Petrol,04-01-15 10:47,0,1,0
257726960,11755458355,14.28,14,Petrol,04-01-15 11:06,0,1,0
257739284,11269282255,9.52,9,Petrol,04-01-15 07:51,0,1,0
257742469,11755653055,14.28,14,Petrol,04-01-15 07:46,0,1,0
257746174,11285439355,14.28,14,Petrol,04-01-15 12:13,0,1,0
257751738,11768801155,14.28,14,Petrol,04-01-15 14:37,0,1,0
257756158,10129697005,5.90,5,FastFood,04-01-15 15:11,1,0,0
257758420,11253511855,23.00,23,Petrol,03-01-15 16:21,0,1,0
257760071,11255256355,40.00,40,Petrol,04-01-15 03:31,0,1,0
257786331,11268896155,23.81,23,Petrol,04-01-15 16:47,0,1,0
257790608,11290830955,21.91,21,Petrol,04-01-15 11:01,0,1,0
257798408,11752046455,7.14,7,Petrol,04-01-15 11:27,0,1,0
257799968,11752037605,4.76,4,Petrol,04-01-15 17:36,0,1,0
257801268,11288920705,50.00,50,Petrol,04-01-15 06:06,0,1,0
257802373,11720939605,20.00,20,Petrol,04-01-15 06:04,0,1,0
257816270,11306480455,23.00,23,Petrol,04-01-15 13:37,0,1,0
257820066,11262163105,32.04,32,Petrol,04-01-15 18:07,0,1,0
257821496,11767643305,3.81,3,Petrol,04-01-15 18:59,0,1,0
257825266,11759915605,50.00,50,Petrol,04-01-15 07:48,0,1,0
257831597,11755510705,27.01,27,Petrol,04-01-15 17:48,0,1,0
257833612,11767951855,74.99,74,Petrol,04-01-15 08:09,0,1,0
257850954,11263734505,33.46,33,Petrol,04-01-15 19:07,0,1,0
257851591,11259898105,20.00,20,Petrol,04-01-15 09:38,0,1,0
257858403,10138387705,23.81,23,Petrol,04-01-15 16:10,0,1,0
257861861,11764192405,4.00,4,Petrol,04-01-15 17:37,0,1,0
257881257,11284310155,1.71,1,Petrol,04-01-15 15:40,0,1,0
257882349,11758597855,19.04,19,Petrol,04-01-15 21:23,0,1,0
257888368,11758146355,22.06,22,Petrol,04-01-15 21:13,0,1,0
257921830,11272776955,9.52,9,Petrol,04-01-15 20:50,0,1,0
257922727,11305733455,9.52,9,Petrol,04-01-15 17:20,0,1,0
257924053,11254155955,23.00,23,Petrol,04-01-15 18:33,0,1,0
257924365,11769428305,14.00,14,Petrol,04-01-15 19:23,0,1,0
257924404,11293481905,1.00,1,Petrol,04-01-15 19:29,0,1,0
257925158,11760175105,12.00,12,Petrol,04-01-15 21:46,0,1,0
257925847,11250712105,9.52,9,Petrol,04-01-15 19:06,0,1,0
257926575,11299664605,28.57,28,Petrol,04-01-15 21:16,0,1,0
257955513,11254645255,23.81,23,Petrol,04-01-15 19:59,0,1,0
257958022,11253993505,9.52,9,Petrol,04-01-15 07:25,0,1,0
257962078,11768678005,23.81,23,Petrol,04-01-15 22:08,0,1,0
257962533,10176477805,23.00,23,Petrol,04-01-15 17:07,0,1,0
257962715,11256576355,60.00,60,Petrol,04-01-15 20:10,0,1,0
257963638,11756837005,2.38,2,Petrol,04-01-15 08:42,0,1,0
257973089,11761417405,28.57,28,Petrol,04-01-15 10:43,0,1,0
257973206,11270291755,23.81,23,Petrol,04-01-15 11:22,0,1,0
257987168,11269743955,35.71,35,Petrol,04-01-15 08:52,0,1,0
257987701,11269743955,37.64,37,Petrol,04-01-15 13:28,0,1,0
257993317,11262077005,9.52,9,Petrol,04-01-15 15:54,0,1,0
257996580,11272085605,23.81,23,Petrol,04-01-15 22:26,0,1,0
258000753,11281399555,23.81,23,Petrol,04-01-15 22:21,0,1,0
258006044,10172969905,26.40,26,Grocery,03-01-15 15:46,0,0,1
258006915,10122304705,24.80,24,Grocery,03-01-15 18:33,0,0,1
258008644,10162350805,35.70,35,Grocery,03-01-15 13:20,0,0,1
258009112,10173998455,10.00,10,Grocery,03-01-15 20:04,0,0,1
258009138,10173998455,89.90,89,Grocery,03-01-15 20:48,0,0,1
258015729,10173322855,5.40,5,Grocery,03-01-15 15:33,0,0,1
258020253,10173758905,82.70,82,Grocery,03-01-15 17:44,0,0,1
258020266,10173758905,12.40,12,Grocery,03-01-15 18:01,0,0,1
258020279,10173758905,10.90,10,Grocery,03-01-15 18:30,0,0,1
258020292,10173758905,17.50,17,Grocery,03-01-15 18:36,0,0,1
258020305,10173758905,30.00,30,Grocery,03-01-15 20:06,0,0,1
258022008,11313296605,179.80,179,Grocery,03-01-15 10:01,0,0,1
258022021,11313296605,1.80,1,Grocery,03-01-15 10:49,0,0,1
258022086,11313296605,15.50,15,Grocery,03-01-15 13:01,0,0,1
258022216,11313296605,6.00,6,Grocery,03-01-15 16:03,0,0,1
258022255,11313296605,19.90,19,Grocery,03-01-15 16:49,0,0,1
258022268,11313296605,3.90,3,Grocery,03-01-15 16:50,0,0,1
258022307,11313296605,10.00,10,Grocery,03-01-15 17:03,0,0,1
258022398,11313296605,16.90,16,Grocery,03-01-15 15:14,0,0,1
258022437,11313296605,25.40,25,Grocery,03-01-15 20:00,0,0,1
258023087,10117037005,260.40,260,Grocery,03-01-15 21:21,0,0,1
258024959,10172519455,49.00,49,Grocery,03-01-15 20:13,0,0,1
258024972,11805003205,64.20,64,Grocery,03-01-15 21:02,0,0,1
258178255,11251127605,33.33,33,Petrol,04-01-15 16:47,0,1,0
258178723,11289225655,9.52,9,Petrol,04-01-15 20:13,0,1,0
258178970,11703622855,9.52,9,Petrol,04-01-15 21:15,0,1,0
258179932,11290837255,26.20,26,Petrol,04-01-15 18:22,0,1,0
258182064,11291805505,9.52,9,Petrol,04-01-15 18:12,0,1,0
