MemberID,Gender,Race,OwnCar,OwnCreditCard,HomeCity,BirthYear,RegisterDate,Active2015,Active2016,Sat_Program,Sat_FastFood,Sat_Petrol,Sat_Grocery,NetPromoter,Gender_F,Race1,Race2,Car,CCard,CityA,CityB,CityC,CityD,CityE,CityF,Act_15,Act_16
10002341005,F,RACE1,Y,N,CityG,1989,03-11-12 17:28,Y,N,6,5,7,5,3,1,1,0,1,0,0,0,0,0,0,0,1,0
10002426355,F,RACE1,N,N,CityA,1970,14-01-13 18:45,Y,Y,8,7,6,7,7,1,1,0,0,0,1,0,0,0,0,0,1,1
10002485755,F,RACE1,N,N,CityA,1975,19-03-13 09:02,Y,Y,8,6,8,8,5,1,1,0,0,0,1,0,0,0,0,0,1,1
10002568255,F,RACE1,Y,Y,CityA,1968,29-06-13 18:44,Y,Y,5,9,8,6,8,1,1,0,1,1,1,0,0,0,0,0,1,1
10002624655,F,RACE2,Y,N,CityA,1986,14-09-13 16:21,Y,Y,7,5,7,6,6,1,0,1,1,0,1,0,0,0,0,0,1,1
10002695905,F,RACE1,N,N,CityA,1988,09-11-13 23:00,Y,Y,8,6,8,8,6,1,1,0,0,0,1,0,0,0,0,0,1,1
10002729655,M,RACE1,N,N,CityC,1991,02-12-13 19:37,Y,N,7,8,5,5,3,0,1,0,0,0,0,0,1,0,0,0,1,0
10002768655,M,RACE1,Y,Y,CityA,1979,12-01-14 07:23,Y,Y,10,7,10,9,9,0,1,0,1,1,1,0,0,0,0,0,1,1
10002848455,F,RACE2,Y,N,CityA,1986,02-03-14 19:28,Y,Y,5,4,8,5,4,1,0,1,1,0,1,0,0,0,0,0,1,1
10002922105,F,RACE2,N,N,CityA,1984,09-05-14 23:52,Y,N,6,6,8,7,7,1,0,1,0,0,1,0,0,0,0,0,1,0
10002970555,M,OTHER,Y,N,CityA,1977,09-07-14 19:57,Y,N,6,7,8,6,3,0,0,0,1,0,1,0,0,0,0,0,1,0
10002999205,M,RACE2,N,N,CityG,1994,09-08-14 20:18,Y,Y,8,8,8,6,5,0,0,1,0,0,0,0,0,0,0,0,1,1
10003029955,F,RACE2,Y,Y,CityG,1982,09-08-14 20:21,Y,Y,9,9,10,9,8,1,0,1,1,1,0,0,0,0,0,0,1,1
10003113955,M,RACE2,Y,Y,CityG,1976,09-11-14 15:51,Y,Y,9,10,7,10,10,0,0,1,1,1,0,0,0,0,0,0,1,1
10003186855,F,RACE2,N,N,CityB,1971,22-12-14 06:49,Y,Y,7,9,9,7,8,1,0,1,0,0,0,1,0,0,0,0,1,1
10003214005,F,RACE1,N,N,CityC,1978,22-12-14 07:01,Y,Y,8,8,7,6,6,1,1,0,0,0,0,0,1,0,0,0,1,1
10006726255,F,RACE1,Y,Y,CityA,1983,27-06-11 17:34,Y,N,6,9,8,7,7,1,1,0,1,1,1,0,0,0,0,0,1,0
10007488105,F,OTHER,N,N,CityG,1958,02-07-12 10:26,Y,N,5,8,8,7,7,1,0,0,0,0,0,0,0,0,0,0,1,0
10007533705,F,RACE1,N,Y,CityG,1985,07-08-12 17:27,Y,Y,9,10,8,9,10,1,1,0,0,1,0,0,0,0,0,0,1,1
10007983555,M,RACE2,Y,Y,CityA,1970,25-08-12 17:13,Y,Y,6,10,6,3,9,0,0,1,1,1,1,0,0,0,0,0,1,1
10008153055,F,RACE1,Y,Y,CityB,1986,25-06-14 23:25,Y,Y,7,7,9,7,7,1,1,0,1,1,0,1,0,0,0,0,1,1
10008415255,F,RACE1,Y,Y,CityC,1987,15-07-13 15:25,Y,N,10,8,10,9,9,1,1,0,1,1,0,0,1,0,0,0,1,0
10008472405,F,RACE1,Y,Y,CityG,1975,16-09-12 19:35,Y,Y,7,9,7,6,8,1,1,0,1,1,0,0,0,0,0,0,1,1
10010215705,F,RACE1,Y,N,CityG,1972,20-02-12 09:07,Y,Y,8,6,8,7,2,1,1,0,1,0,0,0,0,0,0,0,1,1
10010907955,M,RACE1,Y,Y,CityB,1987,02-04-12 09:52,Y,Y,10,10,8,8,10,0,1,0,1,1,0,1,0,0,0,0,1,1
10011018805,F,RACE1,N,N,CityD,1988,12-07-13 18:06,Y,Y,6,5,9,8,7,1,1,0,0,0,0,0,0,1,0,0,1,1
10011263155,F,RACE1,Y,N,CityG,1974,20-02-12 09:09,Y,Y,8,9,9,7,8,1,1,0,1,0,0,0,0,0,0,0,1,1
10013300305,M,RACE1,N,N,CityA,1970,09-09-13 17:16,Y,Y,7,8,9,7,5,0,1,0,0,0,1,0,0,0,0,0,1,1
10014512905,M,RACE2,N,N,CityA,1977,18-02-13 10:57,Y,Y,8,6,8,7,4,0,0,1,0,0,1,0,0,0,0,0,1,1
10015927405,M,RACE1,Y,N,CityC,1982,04-07-11 17:44,Y,Y,7,6,9,8,5,0,1,0,1,0,0,0,1,0,0,0,1,1
10017451705,F,RACE1,Y,Y,CityB,1975,07-06-14 14:26,Y,Y,4,8,8,7,7,1,1,0,1,1,0,1,0,0,0,0,1,1
10017512905,F,RACE1,Y,Y,CityA,1981,07-06-14 14:26,Y,Y,8,6,9,8,7,1,1,0,1,1,1,0,0,0,0,0,1,1
10017535105,F,RACE2,N,N,CityD,1989,29-05-13 13:09,Y,Y,5,9,8,6,8,1,0,1,0,0,0,0,0,1,0,0,1,1
10018032955,F,RACE1,N,N,CityG,1990,29-01-12 10:58,Y,Y,6,7,7,9,7,1,1,0,0,0,0,0,0,0,0,0,1,1
10018586755,M,RACE1,Y,Y,CityG,1983,20-02-12 12:51,Y,Y,10,6,10,10,10,0,1,0,1,1,0,0,0,0,0,0,1,1
10020625705,F,RACE1,N,N,CityA,1992,09-01-12 17:35,Y,N,8,9,8,7,8,1,1,0,0,0,1,0,0,0,0,0,1,0
10021617955,F,RACE1,Y,Y,CityA,1981,20-02-12 09:22,Y,N,6,7,8,6,6,1,1,0,1,1,1,0,0,0,0,0,1,0
10022169655,F,RACE1,N,Y,CityA,1984,23-01-12 12:43,Y,N,6,6,7,4,2,1,1,0,0,1,1,0,0,0,0,0,1,0
10022264905,F,RACE1,Y,Y,CityE,1991,06-12-11 11:04,Y,Y,7,8,8,5,6,1,1,0,1,1,0,0,0,0,1,0,1,1
10025096455,F,OTHER,N,N,CityG,1990,13-01-14 20:21,Y,N,6,7,8,6,6,1,0,0,0,0,0,0,0,0,0,0,1,0
10025763805,M,RACE1,N,N,CityE,1987,02-12-12 19:43,Y,N,4,8,6,6,2,0,1,0,0,0,0,0,0,0,1,0,1,0
10026361855,F,RACE2,Y,Y,CityA,1981,20-06-11 16:38,Y,N,6,9,7,5,8,1,0,1,1,1,1,0,0,0,0,0,1,0
10027221055,M,RACE1,Y,Y,CityG,1966,17-06-11 11:59,Y,Y,7,10,8,9,8,0,1,0,1,1,0,0,0,0,0,0,1,1
10027367155,F,RACE1,Y,N,CityD,1982,06-09-11 09:56,Y,N,4,7,6,4,3,1,1,0,1,0,0,0,0,1,0,0,1,0
10027439305,M,RACE1,Y,Y,CityA,1968,19-06-11 17:42,Y,Y,6,7,7,7,1,0,1,0,1,1,1,0,0,0,0,0,1,1
10029031555,F,RACE1,N,N,CityC,1992,13-05-11 12:04,Y,Y,7,5,8,8,7,1,1,0,0,0,0,0,1,0,0,0,1,1
10029357805,M,RACE1,N,N,CityA,1982,29-10-11 23:17,Y,Y,7,7,7,7,5,0,1,0,0,0,1,0,0,0,0,0,1,1
10029739405,F,RACE2,N,Y,CityA,1980,04-07-11 13:05,Y,Y,7,10,7,1,9,1,0,1,0,1,1,0,0,0,0,0,1,1
10030241005,M,RACE1,Y,N,CityG,1988,29-09-12 10:24,Y,Y,8,6,8,7,2,0,1,0,1,0,0,0,0,0,0,0,1,1
10030341355,F,RACE1,Y,Y,CityA,1980,29-10-11 23:17,Y,Y,6,8,8,6,5,1,1,0,1,1,1,0,0,0,0,0,1,1
10031045905,M,OTHER,Y,Y,CityC,1983,03-01-12 09:32,Y,N,6,7,7,7,3,0,0,0,1,1,0,0,1,0,0,0,1,0
10032167755,F,RACE2,N,N,CityE,1987,23-05-11 17:08,Y,Y,7,7,8,6,7,1,0,1,0,0,0,0,0,0,1,0,1,1
10032234655,F,RACE1,Y,Y,CityC,1966,08-04-11 18:21,Y,N,6,5,8,6,5,1,1,0,1,1,0,0,1,0,0,0,1,0
10032327205,M,RACE1,Y,N,CityA,1968,08-04-11 18:21,Y,Y,5,7,7,4,0,0,1,0,1,0,1,0,0,0,0,0,1,1
10033258855,F,RACE1,N,N,CityG,1991,20-02-12 09:48,Y,N,8,9,7,6,7,1,1,0,0,0,0,0,0,0,0,0,1,0
10034668555,M,RACE1,Y,Y,CityC,1984,13-11-12 19:50,Y,Y,6,9,7,6,5,0,1,0,1,1,0,0,1,0,0,0,1,1
10035836455,M,RACE1,Y,Y,CityC,1986,31-10-11 12:16,Y,N,8,6,7,9,3,0,1,0,1,1,0,0,1,0,0,0,1,0
10035991105,F,RACE1,Y,Y,CityA,1980,10-09-11 16:09,Y,Y,6,9,6,6,7,1,1,0,1,1,1,0,0,0,0,0,1,1
10036715155,M,RACE1,Y,Y,CityB,1986,29-01-14 11:59,Y,Y,6,9,8,7,4,0,1,0,1,1,0,1,0,0,0,0,1,1
10037143255,M,RACE2,Y,N,CityA,1982,06-12-11 10:50,Y,N,4,6,6,5,0,0,0,1,1,0,1,0,0,0,0,0,1,0
10037807755,F,RACE2,Y,Y,CityA,1982,06-12-11 10:52,Y,Y,7,10,7,8,10,1,0,1,1,1,1,0,0,0,0,0,1,1
10038713005,M,RACE2,Y,N,CityG,1986,05-12-11 10:28,Y,Y,7,9,6,4,7,0,0,1,1,0,0,0,0,0,0,0,1,1
10039146205,M,RACE1,Y,Y,CityA,1979,19-01-12 08:13,Y,N,4,5,8,7,1,0,1,0,1,1,1,0,0,0,0,0,1,0
10039176655,F,RACE1,Y,Y,CityD,1985,02-08-13 19:03,Y,Y,9,9,9,5,8,1,1,0,1,1,0,0,0,1,0,0,1,1
10039659055,F,RACE1,N,Y,CityA,1959,05-11-11 20:23,Y,N,7,8,9,7,6,1,1,0,0,1,1,0,0,0,0,0,1,0
10040098705,M,OTHER,N,N,CityA,1996,23-01-12 12:41,Y,N,8,10,8,9,9,0,0,0,0,0,1,0,0,0,0,0,1,0
10040164405,M,RACE1,N,N,CityA,1983,28-09-12 00:27,Y,Y,9,6,10,8,8,0,1,0,0,0,1,0,0,0,0,0,1,1
10040266705,M,RACE1,Y,N,CityA,1993,17-06-12 19:43,Y,Y,8,9,6,8,7,0,1,0,1,0,1,0,0,0,0,0,1,1
10052819755,M,OTHER,Y,Y,CityA,1972,06-05-11 12:43,Y,Y,9,8,9,8,7,0,0,0,1,1,1,0,0,0,0,0,1,1
10052960455,F,RACE1,Y,N,CityC,1996,06-05-11 12:43,Y,N,6,7,7,5,6,1,1,0,1,0,0,0,1,0,0,0,1,0
10054307455,M,RACE1,N,N,CityG,1973,29-10-11 23:20,Y,Y,9,6,9,10,8,0,1,0,0,0,0,0,0,0,0,0,1,1
10054953505,M,RACE1,Y,Y,CityA,1981,29-10-11 22:26,Y,Y,9,7,9,8,5,0,1,0,1,1,1,0,0,0,0,0,1,1
10055232805,F,RACE1,N,N,CityA,1990,29-10-11 22:23,Y,Y,8,8,7,6,6,1,1,0,0,0,1,0,0,0,0,0,1,1
10057047055,F,RACE2,N,N,CityA,1972,14-01-12 15:03,Y,N,5,7,6,5,4,1,0,1,0,0,1,0,0,0,0,0,1,0
10057416805,F,RACE2,N,N,CityA,1981,21-06-11 11:08,Y,N,5,7,6,6,7,1,0,1,0,0,1,0,0,0,0,0,1,0
10057755355,M,RACE2,N,N,CityA,1991,19-07-12 17:00,Y,N,7,7,6,7,3,0,0,1,0,0,1,0,0,0,0,0,1,0
10058271505,M,RACE2,N,N,CityA,1982,07-07-12 11:34,Y,N,7,6,8,6,4,0,0,1,0,0,1,0,0,0,0,0,1,0
10059197155,M,RACE1,N,N,CityB,1974,31-07-11 10:02,Y,Y,5,7,8,7,1,0,1,0,0,0,0,1,0,0,0,0,1,1
10059457255,M,OTHER,N,N,CityA,1971,31-07-11 10:04,Y,Y,7,5,7,6,3,0,0,0,0,0,1,0,0,0,0,0,1,1
10060247155,M,OTHER,N,N,CityG,1958,31-07-11 10:08,Y,N,8,7,8,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0
10060692355,M,RACE1,Y,Y,CityG,1976,31-07-11 10:10,Y,Y,2,9,6,5,4,0,1,0,1,1,0,0,0,0,0,0,1,1
10061963605,F,RACE1,Y,Y,CityC,1971,24-01-13 20:33,Y,Y,10,10,6,2,10,1,1,0,1,1,0,0,1,0,0,0,1,1
10062017905,F,RACE2,N,N,CityG,1982,22-09-13 13:58,Y,Y,9,9,8,7,7,1,0,1,0,0,0,0,0,0,0,0,1,1
10070103805,M,RACE1,Y,Y,CityE,1986,14-01-12 17:56,Y,Y,7,8,8,7,2,0,1,0,1,1,0,0,0,0,1,0,1,1
10070541205,M,RACE1,Y,N,CityG,1987,20-02-12 09:13,Y,N,8,6,8,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0
10071808105,F,RACE1,N,N,CityC,1991,14-01-12 20:11,Y,Y,9,10,8,9,10,1,1,0,0,0,0,0,1,0,0,0,1,1
10072239205,M,RACE1,Y,Y,CityA,1967,07-01-12 20:18,Y,Y,4,8,7,6,5,0,1,0,1,1,1,0,0,0,0,0,1,1
10072562005,F,RACE1,Y,Y,CityA,1978,02-01-12 09:47,Y,Y,6,8,7,4,6,1,1,0,1,1,1,0,0,0,0,0,1,1
10074009055,M,OTHER,N,N,CityG,1971,20-02-12 11:44,Y,N,6,7,8,7,4,0,0,0,0,0,0,0,0,0,0,0,1,0
10077864205,M,RACE1,N,N,CityC,1991,17-04-12 11:21,Y,N,6,9,8,7,5,0,1,0,0,0,0,0,1,0,0,0,1,0
10077964255,M,RACE1,Y,Y,CityG,1963,10-04-12 16:44,Y,Y,10,10,8,6,10,0,1,0,1,1,0,0,0,0,0,0,1,1
10085954455,F,OTHER,N,N,CityG,1976,07-01-12 17:57,Y,N,6,6,7,6,7,1,0,0,0,0,0,0,0,0,0,0,1,0
10087251955,F,OTHER,N,N,CityC,1992,03-06-12 12:52,Y,N,7,8,7,8,7,1,0,0,0,0,0,0,1,0,0,0,1,0
10087262755,F,OTHER,N,N,CityA,1992,03-06-12 12:52,Y,N,8,5,8,9,7,1,0,0,0,0,1,0,0,0,0,0,1,0
10088223955,F,RACE1,Y,Y,CityG,1982,22-06-12 22:13,Y,Y,4,6,7,7,2,1,1,0,1,1,0,0,0,0,0,0,1,1
10088431255,F,RACE1,N,Y,CityG,1987,01-07-12 16:03,Y,Y,6,7,8,7,6,1,1,0,0,1,0,0,0,0,0,0,1,1
10088525755,M,RACE1,N,N,CityA,1993,03-08-12 18:23,Y,N,6,8,7,7,4,0,1,0,0,0,1,0,0,0,0,0,1,0
10092542155,F,RACE1,N,N,CityB,1993,24-12-12 23:54,Y,Y,7,6,8,7,5,1,1,0,0,0,0,1,0,0,0,0,1,1
10093152955,F,RACE2,Y,N,CityG,1985,01-09-12 18:39,Y,N,8,6,8,6,6,1,0,1,1,0,0,0,0,0,0,0,1,0
10094719255,F,OTHER,N,N,CityA,1990,16-10-12 09:25,Y,N,5,5,7,5,3,1,0,0,0,0,1,0,0,0,0,0,1,0
10094989105,F,RACE1,Y,Y,CityA,1978,01-09-12 18:39,Y,N,7,8,7,7,6,1,1,0,1,1,1,0,0,0,0,0,1,0
10095386305,F,RACE2,Y,N,CityA,1983,07-09-12 10:41,Y,N,8,7,8,7,7,1,0,1,1,0,1,0,0,0,0,0,1,0
10095610855,F,RACE2,N,N,CityA,1983,13-05-13 18:02,Y,Y,8,8,9,8,7,1,0,1,0,0,1,0,0,0,0,0,1,1
10095955705,F,RACE2,N,N,CityA,1989,16-09-12 20:16,Y,N,9,6,8,6,6,1,0,1,0,0,1,0,0,0,0,0,1,0
10098410605,F,RACE1,N,N,CityG,1988,07-08-12 17:32,Y,N,6,7,8,7,4,1,1,0,0,0,0,0,0,0,0,0,1,0
10099420855,F,RACE2,N,N,CityG,1982,11-10-13 12:52,Y,N,9,9,8,5,9,1,0,1,0,0,0,0,0,0,0,0,1,0
10099771255,F,RACE2,Y,Y,CityA,1972,12-01-13 18:55,Y,Y,7,6,7,6,5,1,0,1,1,1,1,0,0,0,0,0,1,1
10099772905,F,RACE2,Y,N,CityA,1986,12-01-13 18:55,Y,Y,6,6,7,6,6,1,0,1,1,0,1,0,0,0,0,0,1,1
10100476405,F,RACE1,N,N,CityD,1989,25-12-12 17:56,Y,Y,9,5,8,8,5,1,1,0,0,0,0,0,0,1,0,0,1,1
10100508805,F,RACE2,N,Y,CityA,1988,21-12-12 09:06,Y,Y,9,10,8,6,9,1,0,1,0,1,1,0,0,0,0,0,1,1
10100772805,F,RACE2,Y,N,CityA,1981,08-04-13 17:28,Y,Y,6,9,8,6,9,1,0,1,1,0,1,0,0,0,0,0,1,1
10100872405,F,RACE2,N,N,CityC,1962,17-09-13 11:52,Y,Y,9,10,9,3,10,1,0,1,0,0,0,0,1,0,0,0,1,1
10101127555,M,RACE2,N,N,CityA,1975,28-10-12 19:11,Y,N,8,7,7,8,4,0,0,1,0,0,1,0,0,0,0,0,1,0
10101289405,F,OTHER,N,N,CityA,1991,26-10-12 10:04,Y,Y,4,8,6,7,7,1,0,0,0,0,1,0,0,0,0,0,1,1
10101322705,M,RACE2,Y,Y,CityG,1982,26-10-12 10:04,Y,N,6,7,6,8,5,0,0,1,1,1,0,0,0,0,0,0,1,0
10102177855,F,RACE1,Y,Y,CityD,1978,29-05-12 09:58,Y,Y,7,5,8,8,6,1,1,0,1,1,0,0,0,1,0,0,1,1
10102352305,F,RACE1,N,N,CityB,1982,23-05-12 22:28,Y,N,6,7,7,5,4,1,1,0,0,0,0,1,0,0,0,0,1,0
10103531755,F,RACE1,N,N,CityF,1993,11-11-13 22:42,Y,N,6,5,8,7,6,1,1,0,0,0,0,0,0,0,0,1,1,0
10104173155,M,RACE2,Y,N,CityA,1973,06-11-12 15:11,Y,Y,8,6,8,7,3,0,0,1,1,0,1,0,0,0,0,0,1,1
10104184705,F,RACE2,N,N,CityG,1987,03-11-12 17:50,Y,N,8,6,8,5,2,1,0,1,0,0,0,0,0,0,0,0,1,0
10104240355,F,RACE2,N,Y,CityA,1983,27-04-13 19:02,Y,N,8,6,7,8,7,1,0,1,0,1,1,0,0,0,0,0,1,0
10105235305,F,RACE1,N,N,CityA,1991,06-07-12 10:12,Y,Y,9,7,8,7,6,1,1,0,0,0,1,0,0,0,0,0,1,1
10105334905,M,RACE1,Y,Y,CityA,1975,30-01-13 17:15,Y,Y,4,8,7,6,3,0,1,0,1,1,1,0,0,0,0,0,1,1
10105336255,F,RACE2,N,N,CityC,1966,21-04-13 18:15,Y,N,8,9,7,6,8,1,0,1,0,0,0,0,1,0,0,0,1,0
10105905355,F,OTHER,Y,N,CityG,1988,24-08-12 18:19,Y,Y,8,7,7,5,4,1,0,0,1,0,0,0,0,0,0,0,1,1
10106100205,F,RACE2,N,N,CityG,1988,07-08-12 17:26,Y,Y,5,7,7,7,7,1,0,1,0,0,0,0,0,0,0,0,1,1
10106369755,F,RACE1,Y,Y,CityA,1982,24-08-12 18:17,Y,Y,6,7,8,7,5,1,1,0,1,1,1,0,0,0,0,0,1,1
10106955955,F,RACE2,N,N,CityA,1981,14-07-12 17:26,Y,Y,5,9,6,5,8,1,0,1,0,0,1,0,0,0,0,0,1,1
10106992855,F,RACE1,N,N,CityC,1971,15-07-12 14:23,Y,Y,7,7,8,6,5,1,1,0,0,0,0,0,1,0,0,0,1,1
10107003355,F,RACE2,N,N,CityC,1982,14-07-12 17:27,Y,N,5,6,7,6,5,1,0,1,0,0,0,0,1,0,0,0,1,0
10107321205,F,RACE1,N,Y,CityF,1984,02-10-12 19:08,Y,Y,9,8,9,6,7,1,1,0,0,1,0,0,0,0,0,1,1,1
10107630055,M,OTHER,N,N,CityG,1975,21-12-12 09:08,Y,Y,6,7,9,7,3,0,0,0,0,0,0,0,0,0,0,0,1,1
10108520755,F,RACE2,Y,Y,CityC,1985,14-01-14 18:14,Y,Y,6,9,8,5,7,1,0,1,1,1,0,0,1,0,0,0,1,1
10110672805,F,RACE2,N,N,CityD,1985,17-10-13 11:07,Y,Y,8,7,7,6,6,1,0,1,0,0,0,0,0,1,0,0,1,1
10111440505,F,RACE2,Y,Y,CityA,1986,06-05-13 23:18,Y,Y,8,7,8,7,5,1,0,1,1,1,1,0,0,0,0,0,1,1
10112041705,M,RACE1,N,Y,CityC,1990,15-07-13 09:31,Y,Y,7,9,7,6,7,0,1,0,0,1,0,0,1,0,0,0,1,1
10113313555,F,RACE2,N,Y,CityC,1984,15-03-13 13:21,Y,Y,6,7,7,6,5,1,0,1,0,1,0,0,1,0,0,0,1,1
10113516805,M,RACE2,Y,Y,CityG,1977,19-04-13 08:57,Y,Y,10,7,10,7,7,0,0,1,1,1,0,0,0,0,0,0,1,1
10113545605,M,RACE1,Y,N,CityA,1988,22-04-13 08:52,Y,Y,8,9,7,7,4,0,1,0,1,0,1,0,0,0,0,0,1,1
10113823105,F,RACE1,N,N,CityB,1991,22-02-13 16:04,Y,Y,5,8,8,6,6,1,1,0,0,0,0,1,0,0,0,0,1,1
10113915805,M,RACE1,N,N,CityA,1986,16-03-13 08:45,Y,N,7,7,7,5,0,0,1,0,0,0,1,0,0,0,0,0,1,0
10114047805,F,RACE1,N,N,CityC,1973,24-03-13 20:25,Y,Y,8,8,8,7,4,1,1,0,0,0,0,0,1,0,0,0,1,1
